run_index,domain,scene,answer_type,noisy_oracle_accuracy,noisy_oracle_error_rate,threshold,seed,max_step,runner,log_dir
1,tomato,02,oracle,0.0,0.0,0.8,916223916,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,1367092421,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,3857048343,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,3730839341,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,471214087,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,1706258729,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,437893736,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,3152121617,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,3973985491,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,966467370,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,3210428129,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,659786621,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,1408337494,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,3930397316,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,1249106753,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,703697514,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,959797329,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,1005221690,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,3866019809,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,1563819580,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,3363806712,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,2553777545,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
1,tomato,02,oracle,0.0,0.0,0.8,779101839,50,knowno,experiments_logs/system_log/04_answer_mode/tomato/scene_02_step50/runner_knowno_answer_oracle_thres_0-8_model_gpt4_qhat_0-8404
