source_file,sha256,domain,condition,scene
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-80/scene_01/run_1/exp_tomato_20260917_055909_029927.txt,121ea9c522f086e63c92290f32d3f4996c15d2db9a312e4c0b4c3db66a206dcc,tomato,0.8,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-70/scene_01/run_1/exp_tomato_20260917_055913_510120.txt,176e6938e60e18ee77644e9b066852481ff9bfbb292a39784be2116232f7f23a,tomato,0.7,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-6/scene_01/run_1/exp_tomato_20260917_055916_145888.txt,60726dc140bedbb1a396e5349aac5e11225cd8c97e4d5631763075a1d0e99bdb,tomato,0.6,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_1/exp_tomato_20260917_055918_873067.txt,3bcd0e988e7f5e7e7f69673710c6a017cd979a4907fc0cd1de8b8efbc50be439,tomato,0.5,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_1/exp_tomato_20260917_055920_551752.txt,040fe7ff6f2676364315143cdd058f56e3ba062759e80379a8fe35e8c07e76d4,tomato,0.4,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-80/scene_01/run_2/exp_tomato_20260917_055925_331405.txt,f6ef722f459df8d98e894589f3aa5e472a67fc7b673ab16649bb1d6487b5745d,tomato,0.8,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-70/scene_01/run_2/exp_tomato_20260917_055928_941891.txt,a18e90345850ec194ba4052436b965db82fb9c72963d06d4e67b350e9afe988e,tomato,0.7,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-6/scene_01/run_2/exp_tomato_20260917_055931_668492.txt,0e16aa92384a59d0825f8dcc54eaf57ae624d6cefcc24913866e457de47cf32a,tomato,0.6,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_2/exp_tomato_20260917_055933_847953.txt,98c631d2660617ed5734791cf0d065e6011901bbd46898278ead10159ce24e25,tomato,0.5,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_2/exp_tomato_20260917_055935_540991.txt,69a1ab37c3b64e5f48d1c1eb3162f72b76a8a09ee9660d764ebc9a01e2577659,tomato,0.4,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-80/scene_01/run_3/exp_tomato_20260917_055940_318278.txt,bacaea01488fc090051932ff06a5b7e443e4bc90ec882cb6e385ace4bc7dec0b,tomato,0.8,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-70/scene_01/run_3/exp_tomato_20260917_055944_189736.txt,a7821cee0730b3cbe95bfa6ac04b728917f616cdc022e5d3feba64689efa487c,tomato,0.7,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-6/scene_01/run_3/exp_tomato_20260917_055946_946350.txt,fd1febc8160e1eec40e1c819680ac04b05354f3a17938f66e54413b423b7f640,tomato,0.6,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_3/exp_tomato_20260917_055949_003543.txt,c86a11d6ba13a63c8baa16c11bdb8ec5038297c9ad84c254d0207a5db770ca9b,tomato,0.5,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_3/exp_tomato_20260917_055950_662600.txt,f5cbfc6172de2a6ed1cbf97308b50f6ca437404a1d04cdb9a7e44133f00a5faf,tomato,0.4,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-80/scene_01/run_4/exp_tomato_20260917_055955_678232.txt,2c9e6998dbdf0a2470211459eb46c2dc07740885fe9bf50f6eb81979d560ac4e,tomato,0.8,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-70/scene_01/run_4/exp_tomato_20260917_055959_225332.txt,e609fa1902f09b9454d709ea53fdbd77543325b6a4cfef838c2c6348f73aa073,tomato,0.7,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-6/scene_01/run_4/exp_tomato_20260917_060001_950689.txt,8291fbf983bfe68cb7564cd2a0a1503aa66614aaf2c5e0d8edaf116d059c8811,tomato,0.6,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_4/exp_tomato_20260917_060004_042193.txt,98ba16bd6f48773e1d8ac1dec20716d1f1f73405c28b4738d9f1450151db0d50,tomato,0.5,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_4/exp_tomato_20260917_060005_698761.txt,21ff1f0ddf55fb217ab7fb2788c612a7e28ba29020d817054c7eb6ef5252d3f6,tomato,0.4,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-80/scene_01/run_5/exp_tomato_20260917_060010_702223.txt,99d448c3bffe6c8de48d4ab00e43be85e98b39975101628f2b44617c0cddd88f,tomato,0.8,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-70/scene_01/run_5/exp_tomato_20260917_060014_344962.txt,7232ddec0c3c6c12d1aea52882f6909926054c0510be87d5e912504cb57a9371,tomato,0.7,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-6/scene_01/run_5/exp_tomato_20260917_060018_046508.txt,b341d89f7017421074ddd5ae5e24da6317b00e51aceec5b28e5c38a2e4054d91,tomato,0.6,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_5/exp_tomato_20260917_060020_189224.txt,8dd42b670a7a50ce6f5a41989c0c739d93a6e82af6196cb79f4323d11614c4f4,tomato,0.5,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_5/exp_tomato_20260917_060021_903942.txt,270d922ee6282a76fbddc24d4328f990d2f21737b8cfbacb477d9d8b0a4fdc0a,tomato,0.4,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-80/scene_01/run_6/exp_tomato_20260917_060028_770337.txt,0fc432f741e69592325d98553004abfc2d83c687158a8d28db2ac2056048935d,tomato,0.8,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-70/scene_01/run_6/exp_tomato_20260917_060032_592178.txt,c41d688677a1fdbd2605dabcfdbbeb62ca8240509f40698ab8096cbeaba2d3f1,tomato,0.7,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-6/scene_01/run_6/exp_tomato_20260917_060035_403851.txt,57b9c0f3d6e5de5ed0b479aa6d1d7f6e42db89e2fc2cdb6b6be7f2a135f86d40,tomato,0.6,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-5/scene_01/run_6/exp_tomato_20260917_060038_056592.txt,edf516d785d518efcc3c40db2090281766d43315f8f50c45d5f84c36209704f1,tomato,0.5,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-4/scene_01/run_6/exp_tomato_20260917_060039_722713.txt,fd6bf0d8812c648cf845bff6d623569e3c172b688bdf17946409127ab70e0333,tomato,0.4,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-80/scene_01/run_7/exp_tomato_20260917_060045_920305.txt,58726166ea166b27efa3238257e16069b5a9059fbacd7f85285a9c01a97954b6,tomato,0.8,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-70/scene_01/run_7/exp_tomato_20260917_060049_528282.txt,8e037c5c6c9eaf1bf1202d32599b971b6a92dda6df9af781ecef937c3263d2ba,tomato,0.7,01
experiments_logs/gamma/20260917_055904_1989067/tomato/gamma_0-6/scene_01/run_7/exp_tomato_20260917_060052_209557.txt,7fefdc28745bfab6b68c5a3b8dbc58833980648ea0c077a19904c1b3006a712a,tomato,0.6,01
