source_file,sha256,domain,condition,scene
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_1/exp_tomato_20260917_005552_415934.txt,36e6980515be85c27f566995e4efea63f3ff4aeb29527849c19cfdf71ca009b3,tomato,50,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_1/exp_tomato_20260917_005557_724055.txt,f177adb4d13278a25db28196f4a9adacd1fb4555c0c622184391aa251da07b5d,tomato,100,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_200/scene_01/run_1/exp_tomato_20260917_005608_965331.txt,f69122f20b0080ed2689795b8e77169dfe98853b097801eca644b1a6bddf1cca,tomato,200,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_300/scene_01/run_1/exp_tomato_20260917_005645_720861.txt,f61f3489dabe4c3289cb60102ab934e62275d2bbffbf7ac0e2d76c79062a7b83,tomato,300,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_500/scene_01/run_1/exp_tomato_20260917_005717_572262.txt,ab503319d58541acd7f32c1ba8e917d298738165a07f51e40b4e8038bd202b80,tomato,500,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_2/exp_tomato_20260917_005719_728002.txt,059613605c54104c49d63c8c4268b5e6b41166b4d55f9e314395088f6ee81052,tomato,50,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_2/exp_tomato_20260917_005723_958137.txt,5e45977d447d2aa8b42c30a7298921369b9e4e2b00c80d09ccc721c06d3ca60f,tomato,100,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_200/scene_01/run_2/exp_tomato_20260917_005803_079103.txt,d9723ef23cd44cc4f0f42797070ec84c11d3e188208e84c1b1c0001973dde99c,tomato,200,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_300/scene_01/run_2/exp_tomato_20260917_005818_368742.txt,566ccfd90a6b49c0e5a72ccfa70d06de496281446896fc8e11ad8aa0fcda3596,tomato,300,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_500/scene_01/run_2/exp_tomato_20260917_005845_370616.txt,420ea678b68a0d34cfec1090d7a883f28f1ffa06f23d70564f190cf180dc2a4a,tomato,500,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_3/exp_tomato_20260917_005847_653130.txt,64a335bd80cfe063409810f16c7f6d6ef212880f84a4db5cee89a61e22b2f7e9,tomato,50,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_3/exp_tomato_20260917_005853_732519.txt,9dcfa55e3dd1f9604972137ee65a9793330a99a0830b387bc47d348e14f0759c,tomato,100,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_200/scene_01/run_3/exp_tomato_20260917_005906_220187.txt,170385050fed02732e5169c4fa7c0244c2721f28c7736b784b146206281fc51a,tomato,200,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_300/scene_01/run_3/exp_tomato_20260917_005931_276443.txt,198254cec6d9a1a985f4defa6d32adf30edc26acb50d0d78a1cf6af5a474acbb,tomato,300,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_500/scene_01/run_3/exp_tomato_20260917_005954_117173.txt,64e8f4c10c836bdb9343731e38d68fce4b9cb7a967a2fc1a071238c277b14734,tomato,500,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_4/exp_tomato_20260917_005956_867363.txt,719d21d79640d8104563c6bbfa42e3d27639b5fe193f8c55c22bd46c8050cac9,tomato,50,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_4/exp_tomato_20260917_010002_114608.txt,a3068b02f3fdc3d6be237d12f944eceffc54cb06d6db4600d1009266253d8e13,tomato,100,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_200/scene_01/run_4/exp_tomato_20260917_010014_646492.txt,534849fe1059e9fe29e76ad60f076fe425c71f277c35367147202b2d15c25ea9,tomato,200,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_300/scene_01/run_4/exp_tomato_20260917_010028_479760.txt,f20dc11426959952bbe4957d4ec827353e8ad057d22f12dcf6b0ec1897c92e34,tomato,300,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_500/scene_01/run_4/exp_tomato_20260917_010102_507261.txt,d98d0205046850ac56b0823b4914e810ce6ec896502643b45c79f8a100cfd02d,tomato,500,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_5/exp_tomato_20260917_010105_470995.txt,bf5cc8e54ec018af2d035587457d6d102a14b9ebad723b49e001edac77fdd2ce,tomato,50,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_5/exp_tomato_20260917_010111_536798.txt,73f8b2a35e824ad6605c44f7a16206c3dc314f694158388188e85578d66cf5be,tomato,100,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_200/scene_01/run_5/exp_tomato_20260917_010120_052949.txt,e864004624eef264f3fa1b7e481888126ba96ed9464284e6ac82d442e1a055ac,tomato,200,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_300/scene_01/run_5/exp_tomato_20260917_010136_504525.txt,b14697e8e93eb47e85dd7e3b807b1e767e23585ebb8fb3fe630bb7fee6896105,tomato,300,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_500/scene_01/run_5/exp_tomato_20260917_010159_519811.txt,a5d6ce7ef927691bc9ad0e9d5ab230d186fc8ad6828c4aaec261bee17b31caf1,tomato,500,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_50/scene_01/run_6/exp_tomato_20260917_010201_870747.txt,4d207ca77a2744fce27953fb53795da4d1b3f23c2f64fed2b184396c4b6e3a8d,tomato,50,01
experiments_logs/n_simulations/20260917_005549_1854141/tomato/sim_100/scene_01/run_6/exp_tomato_20260917_010208_170516.txt,4092dfd05dd5488decede38b40c136c5f0a9aa333051c29a0110b8f87ac912ca,tomato,100,01
